FUNDS_STI,TARGET_STI,coverage_ratio,expected_outflow,required_fund,deficit,atom_stis,STI_floor,total_capacity,max_collection_rate,max_collectible,rent_budget,atom_rents,ending_FUNDS_STI
900.0,1000.0,1.2,500.0,1000.0,100.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.2,500.0,1000.0,100.0,100 100 200,75.0,175.0,1.0,175.0,100.0,14.2857 14.2857 71.4286,1000.0
900.0,1000.0,1.2,500.0,1000.0,100.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.2,500.0,1000.0,100.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.2,500.0,1000.0,100.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.2,500.0,1000.0,100.0,100 100 200,90.0,130.0,1.0,130.0,100.0,7.69231 7.69231 84.6154,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,0.0,400.0,0.5,200.0,100.0,25 25 50,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,0.0,400.0,1.0,400.0,100.0,25 25 50,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,25.0,325.0,0.5,162.5,100.0,23.0769 23.0769 53.8462,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,25.0,325.0,1.0,325.0,100.0,23.0769 23.0769 53.8462,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,50.0,250.0,0.5,125.0,100.0,20 20 60,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,50.0,250.0,1.0,250.0,100.0,20 20 60,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,75.0,175.0,1.0,175.0,100.0,14.2857 14.2857 71.4286,1000.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.2,750.0,1000.0,100.0,100 100 200,90.0,130.0,1.0,130.0,100.0,7.69231 7.69231 84.6154,1000.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,0.0,400.0,0.5,200.0,200.0,50 50 100,1100.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,0.0,400.0,1.0,400.0,300.0,75 75 150,1200.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,25.0,325.0,0.5,162.5,162.5,37.5 37.5 87.5,1062.5
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,25.0,325.0,1.0,325.0,300.0,69.2308 69.2308 161.538,1200.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,50.0,250.0,0.5,125.0,125.0,25 25 75,1025.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,50.0,250.0,1.0,250.0,250.0,50 50 150,1150.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,75.0,175.0,1.0,175.0,175.0,25 25 125,1075.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.2,1000.0,1200.0,300.0,100 100 200,90.0,130.0,1.0,130.0,130.0,10 10 110,1030.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,0.0,400.0,0.5,200.0,200.0,50 50 100,1100.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,0.0,400.0,1.0,400.0,400.0,100 100 200,1300.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,25.0,325.0,0.5,162.5,162.5,37.5 37.5 87.5,1062.5
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,25.0,325.0,1.0,325.0,325.0,75 75 175,1225.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,50.0,250.0,0.5,125.0,125.0,25 25 75,1025.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,50.0,250.0,1.0,250.0,250.0,50 50 150,1150.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,75.0,175.0,1.0,175.0,175.0,25 25 125,1075.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.2,1250.0,1500.0,600.0,100 100 200,90.0,130.0,1.0,130.0,130.0,10 10 110,1030.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,0.0,400.0,0.5,200.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,0.0,400.0,1.0,400.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,25.0,325.0,0.5,162.5,100.0,23.0769 23.0769 53.8462,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,25.0,325.0,1.0,325.0,100.0,23.0769 23.0769 53.8462,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,50.0,250.0,0.5,125.0,100.0,20 20 60,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,50.0,250.0,1.0,250.0,100.0,20 20 60,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,75.0,175.0,1.0,175.0,100.0,14.2857 14.2857 71.4286,1000.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.5,250.0,1000.0,100.0,100 100 200,90.0,130.0,1.0,130.0,100.0,7.69231 7.69231 84.6154,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,0.0,400.0,0.5,200.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,0.0,400.0,1.0,400.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,25.0,325.0,0.5,162.5,100.0,23.0769 23.0769 53.8462,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,25.0,325.0,1.0,325.0,100.0,23.0769 23.0769 53.8462,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,50.0,250.0,0.5,125.0,100.0,20 20 60,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,50.0,250.0,1.0,250.0,100.0,20 20 60,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,75.0,175.0,1.0,175.0,100.0,14.2857 14.2857 71.4286,1000.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.5,500.0,1000.0,100.0,100 100 200,90.0,130.0,1.0,130.0,100.0,7.69231 7.69231 84.6154,1000.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,0.0,400.0,0.5,200.0,200.0,50 50 100,1100.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,0.0,400.0,1.0,400.0,225.0,56.25 56.25 112.5,1125.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,25.0,325.0,0.5,162.5,162.5,37.5 37.5 87.5,1062.5
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,25.0,325.0,1.0,325.0,225.0,51.9231 51.9231 121.154,1125.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,50.0,250.0,0.5,125.0,125.0,25 25 75,1025.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,50.0,250.0,1.0,250.0,225.0,45 45 135,1125.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,75.0,175.0,1.0,175.0,175.0,25 25 125,1075.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.5,750.0,1125.0,225.0,100 100 200,90.0,130.0,1.0,130.0,130.0,10 10 110,1030.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,0.0,400.0,0.5,200.0,200.0,50 50 100,1100.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,0.0,400.0,1.0,400.0,400.0,100 100 200,1300.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,25.0,325.0,0.5,162.5,162.5,37.5 37.5 87.5,1062.5
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,25.0,325.0,1.0,325.0,325.0,75 75 175,1225.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,50.0,250.0,0.5,125.0,125.0,25 25 75,1025.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,50.0,250.0,1.0,250.0,250.0,50 50 150,1150.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,75.0,175.0,1.0,175.0,175.0,25 25 125,1075.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.5,1000.0,1500.0,600.0,100 100 200,90.0,130.0,1.0,130.0,130.0,10 10 110,1030.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,940.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,0.0,400.0,0.25,100.0,100.0,25 25 50,1000.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,0.0,400.0,0.5,200.0,200.0,50 50 100,1100.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,0.0,400.0,1.0,400.0,400.0,100 100 200,1300.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,932.5
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,25.0,325.0,0.25,81.25,81.25,18.75 18.75 43.75,981.25
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,25.0,325.0,0.5,162.5,162.5,37.5 37.5 87.5,1062.5
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,25.0,325.0,1.0,325.0,325.0,75 75 175,1225.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,925.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,50.0,250.0,0.25,62.5,62.5,12.5 12.5 37.5,962.5
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,50.0,250.0,0.5,125.0,125.0,25 25 75,1025.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,50.0,250.0,1.0,250.0,250.0,50 50 150,1150.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,917.5
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,943.75
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,75.0,175.0,0.5,87.5,87.5,12.5 12.5 62.5,987.5
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,75.0,175.0,1.0,175.0,175.0,25 25 125,1075.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,913.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,932.5
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,90.0,130.0,0.5,65.0,65.0,5 5 55,965.0
900.0,1000.0,1.5,1250.0,1875.0,975.0,100 100 200,90.0,130.0,1.0,130.0,130.0,10 10 110,1030.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,990.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,0.0,400.0,0.25,100.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,0.0,400.0,0.5,200.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,0.0,400.0,1.0,400.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,982.5
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,25.0,325.0,0.25,81.25,50.0,11.5385 11.5385 26.9231,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,25.0,325.0,0.5,162.5,50.0,11.5385 11.5385 26.9231,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,25.0,325.0,1.0,325.0,50.0,11.5385 11.5385 26.9231,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,975.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,50.0,250.0,0.25,62.5,50.0,10 10 30,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,50.0,250.0,0.5,125.0,50.0,10 10 30,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,50.0,250.0,1.0,250.0,50.0,10 10 30,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,967.5
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,993.75
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,75.0,175.0,0.5,87.5,50.0,7.14286 7.14286 35.7143,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,75.0,175.0,1.0,175.0,50.0,7.14286 7.14286 35.7143,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,963.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,982.5
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,90.0,130.0,0.5,65.0,50.0,3.84615 3.84615 42.3077,1000.0
950.0,1000.0,1.0,250.0,1000.0,50.0,100 100 200,90.0,130.0,1.0,130.0,50.0,3.84615 3.84615 42.3077,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,990.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,0.0,400.0,0.25,100.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,0.0,400.0,0.5,200.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,0.0,400.0,1.0,400.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,25.0,325.0,0.1,32.5,32.5,7.5 7.5 17.5,982.5
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,25.0,325.0,0.25,81.25,50.0,11.5385 11.5385 26.9231,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,25.0,325.0,0.5,162.5,50.0,11.5385 11.5385 26.9231,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,25.0,325.0,1.0,325.0,50.0,11.5385 11.5385 26.9231,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,50.0,250.0,0.1,25.0,25.0,5 5 15,975.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,50.0,250.0,0.25,62.5,50.0,10 10 30,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,50.0,250.0,0.5,125.0,50.0,10 10 30,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,50.0,250.0,1.0,250.0,50.0,10 10 30,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,75.0,175.0,0.1,17.5,17.5,2.5 2.5 12.5,967.5
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,75.0,175.0,0.25,43.75,43.75,6.25 6.25 31.25,993.75
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,75.0,175.0,0.5,87.5,50.0,7.14286 7.14286 35.7143,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,75.0,175.0,1.0,175.0,50.0,7.14286 7.14286 35.7143,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,90.0,130.0,0.1,13.0,13.0,1 1 11,963.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,90.0,130.0,0.25,32.5,32.5,2.5 2.5 27.5,982.5
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,90.0,130.0,0.5,65.0,50.0,3.84615 3.84615 42.3077,1000.0
950.0,1000.0,1.0,500.0,1000.0,50.0,100 100 200,90.0,130.0,1.0,130.0,50.0,3.84615 3.84615 42.3077,1000.0
950.0,1000.0,1.0,750.0,1000.0,50.0,100 100 200,0.0,400.0,0.1,40.0,40.0,10 10 20,990.0
950.0,1000.0,1.0,750.0,1000.0,50.0,100 100 200,0.0,400.0,0.25,100.0,50.0,12.5 12.5 25,1000.0
950.0,1000.0,1.0,750.0,1000.0,50.0,100 100 200,0.0,400.0,0.5,200.0,50.0,12.5 12.5 25,1000.0
